,player,team,year,injured,previous
2780,Jordan Lyles,Colorado Rockies,2014,yes,no
2784,Miguel Gonzalez,Baltimore Orioles,2014,yes,yes
2788,Gerrit Cole,Pittsburgh Pirates,2014,yes,no
2789,Tyler Thornburg,Milwaukee Brewers,2014,yes,no
2792,Eddie Butler,Colorado Rockies,2014,yes,no
2794,Tyler Skaggs,Los Angeles Angels,2014,yes,no
2798,Francisco Liriano,Pittsburgh Pirates,2014,yes,yes
2801,Troy Patton,San Diego Padres,2014,yes,yes
2804,Nathan Eovaldi,Miami Marlins,2014,yes,yes
2805,Nick Vincent,San Diego Padres,2014,yes,no
2806,Josh Fields,Houston Astros,2014,yes,yes
2807,Fernando Salas,Los Angeles Angels,2014,yes,no
2809,Bronson Arroyo,Arizona Diamondbacks,2014,yes,yes
2810,David Carpenter,Atlanta Braves,2014,yes,no
2813,Brett Cecil,Toronto Blue Jays,2014,yes,yes
2814,Pedro Beato,Atlanta Braves,2014,yes,yes
2818,Michael Wacha,St. Louis Cardinals,2014,yes,no
2819,Bud Norris,Baltimore Orioles,2014,yes,yes
2820,Ian Krol,Detroit Tigers,2014,yes,no
2823,Christian Bergman,Colorado Rockies,2014,yes,no
2828,AJ Ramos,Miami Marlins,2014,yes,no
2834,Tom Koehler,Miami Marlins,2014,yes,no
2837,Cesar Ramos,Tampa Bay Rays,2014,yes,yes
2839,Nick Masset,Colorado Rockies,2014,yes,yes
2840,Patrick McCoy,Detroit Tigers,2014,yes,no
2843,Jason Hammel,Oakland Athletics,2014,yes,yes
2844,Ricky Nolasco,Minnesota Twins,2014,yes,yes
2845,Brandon McCarthy,New York Yankees,2014,yes,yes
2846,Nick Martinez,Texas Rangers,2014,yes,no
2847,Justin Masterson,Cleveland Indians,2014,yes,no
2849,Masahiro Tanaka,New York Yankees,2014,yes,no
2853,Jason Vargas,Kansas City Royals,2014,yes,yes
2854,C.J. Wilson,Los Angeles Angels,2014,yes,no
2855,Jake McGee,Tampa Bay Rays,2014,yes,yes
2856,Jeff Francis,New York Yankees,2014,yes,yes
2857,Wei-Chung Wang,Milwaukee Brewers,2014,yes,no
2859,Collin McHugh,Houston Astros,2014,yes,no
2862,Ubaldo Jimenez,Baltimore Orioles,2014,yes,yes
2865,Kevin Gregg,Miami Marlins,2014,yes,no
2866,Brad Mills,Toronto Blue Jays,2014,yes,no
2867,Huston Street,Los Angeles Angels,2014,yes,yes
2873,Joel Peralta,Tampa Bay Rays,2014,yes,yes
2875,Logan Ondrusek,Cincinnati Reds,2013,yes,yes
2876,Anthony Varvaro,Atlanta Braves,2014,yes,yes
2877,Zach Putnam,Chicago White Sox,2014,yes,yes
2878,Matt Purke,Washington Nationals,2014,yes,no
2879,Chris Capuano,New York Yankees,2014,yes,yes
2881,Daisuke Matsuzaka,New York Mets,2014,yes,yes
2883,Jake Peavy,San Francisco Giants,2014,yes,yes
2884,Josh Zeid,Houston Astros,2014,yes,no
2885,T.J. McFarland,Baltimore Orioles,2014,yes,no
2887,Neil Ramirez,Chicago Cubs,2014,yes,no
2888,Shae Simmons,Atlanta Braves,2014,yes,no
2890,Andrew Miller,Baltimore Orioles,2014,yes,yes
2891,Esmil Rogers,New York Yankees,2014,yes,yes
2892,John Lackey,St. Louis Cardinals,2014,yes,yes
2894,Jon Lester,Oakland Athletics,2014,yes,yes
2895,Felix Doubront,Chicago Cubs,2014,yes,yes
2896,Jarred Cosart,Miami Marlins,2014,yes,no
2898,James Russell,Atlanta Braves,2014,yes,no
2900,Paul Maholm,Los Angeles Dodgers,2014,yes,yes
2902,Joe Kelly,Boston Red Sox,2014,yes,yes
2904,David Price,Detroit Tigers,2014,yes,yes
2905,Joe Thatcher,Los Angeles Angels,2014,yes,yes
2906,David Phelps,New York Yankees,2014,yes,yes
2907,Chris Perez,Los Angeles Dodgers,2014,yes,yes
2908,Mike Morin,Los Angeles Angels,2014,yes,no
2909,Matt Garza,Milwaukee Brewers,2014,yes,yes
2910,Paco Rodriguez,Los Angeles Dodgers,2014,yes,no
2911,Taylor Jordan,Washington Nationals,2014,yes,yes
2914,Matt Thornton,Washington Nationals,2014,yes,yes
2918,Dan Jennings,Miami Marlins,2014,yes,no
2920,Roberto Hernandez,Los Angeles Dodgers,2014,yes,yes
2922,Jacob Turner,Chicago Cubs,2014,yes,yes
2923,Brian Schlitter,Chicago Cubs,2014,yes,yes
2926,Jacob deGrom,New York Mets,2014,yes,no
2927,Joakim Soria,Detroit Tigers,2014,yes,yes
2928,Kevin Correia,Los Angeles Dodgers,2014,yes,yes
2930,Jerome Williams,Philadelphia Phillies,2014,yes,yes
2932,Scott Downs,Kansas City Royals,2014,yes,yes
2938,John Axford,Pittsburgh Pirates,2014,yes,no
2939,Brooks Brown,Colorado Rockies,2014,yes,no
2940,Homer Bailey,Cincinnati Reds,2014,yes,yes
2941,Henderson Alvarez,Miami Marlins,2014,yes,yes
2943,Tommy Kahnle,Colorado Rockies,2014,yes,no
2944,Javy Guerra,Chicago White Sox,2014,yes,yes
2945,Charlie Morton,Pittsburgh Pirates,2014,yes,yes
2946,Logan Ondrusek,Cincinnati Reds,2014,yes,yes
2947,Bartolo Colon,New York Mets,2014,yes,yes
2948,Darin Downs,Houston Astros,2014,yes,yes
2950,Edwin Jackson,Chicago Cubs,2014,yes,no
2951,Garrett Richards,Los Angeles Angels,2014,yes,yes
2957,Sean Doolittle,Oakland Athletics,2014,yes,no
2959,Vic Black,New York Mets,2014,yes,no
2961,Michael Mariot,Kansas City Royals,2014,yes,no
2963,Josh Outman,New York Yankees,2014,yes,yes
2966,Drew VerHagen,Detroit Tigers,2014,yes,no
2968,Josh Tomlin,Cleveland Indians,2014,yes,yes
2970,Jonathan Broxton,Milwaukee Brewers,2014,yes,yes
2977,Samuel Deduno,Houston Astros,2014,yes,yes
2983,Chad Jenkins,Toronto Blue Jays,2014,yes,no
2984,Mario Hollands,Philadelphia Phillies,2014,yes,no
2992,Stephen Fife,Los Angeles Dodgers,2014,yes,yes
2995,Jonathan Papelbon,Philadelphia Phillies,2014,yes,yes
2998,Anthony DeSclafani,Miami Marlins,2014,yes,no
2999,Shae Simmons,Atlanta Braves,2015,yes,yes
3000,Cory Burns,Toronto Blue Jays,2014,yes,no
3002,Sonny Gray,Oakland Athletics,2014,yes,no
3003,Scott Kazmir,Oakland Athletics,2014,yes,yes
3004,Josh Lindblom,Oakland Athletics,2014,yes,no
3007,Jeff Samardzija,Oakland Athletics,2014,yes,no
3008,Evan Scribner,Oakland Athletics,2014,yes,no
3009,Michael Ynoa,Oakland Athletics,2014,yes,no
3012,Brandon Cumpton,Pittsburgh Pirates,2014,yes,no
3013,Jeanmar Gomez,Pittsburgh Pirates,2014,yes,yes
3016,Joely Rodriguez,Pittsburgh Pirates,2014,yes,no
3017,Chaz Roe,Pittsburgh Pirates,2014,yes,no
3018,Casey Sadler,Pittsburgh Pirates,2014,yes,no
3021,Jesse Chavez,Oakland Athletics,2014,yes,no
3022,Ryan Vogelsong,San Francisco Giants,2014,yes,yes
3023,Tim Hudson,San Francisco Giants,2014,yes,yes
3024,Brian Matusz,Baltimore Orioles,2014,yes,yes
3025,Melvin Mercedes,Detroit Tigers,2014,yes,no
3026,Jairo Diaz,Los Angeles Angels,2014,yes,no
3027,Michael Roth,Los Angeles Angels,2014,yes,no
3030,Jarret Martin,Los Angeles Dodgers,2014,yes,no
3033,Evan Reed,Detroit Tigers,2014,yes,yes
3034,Jim Johnson,Detroit Tigers,2014,yes,yes
3035,Robbie Ray,Detroit Tigers,2014,yes,no
3036,Chad Smith,Detroit Tigers,2014,yes,no
3037,Yoslan Herrera,Los Angeles Angels,2014,yes,no
3038,Wade LeBlanc,Los Angeles Angels,2014,yes,yes
3040,Jose Dominguez,Los Angeles Dodgers,2014,yes,yes
3041,Matt Magill,Los Angeles Dodgers,2014,yes,no
3043,Xavier Cedeno,Washington Nationals,2014,yes,no
3044,Ross Detwiler,Washington Nationals,2014,yes,yes
3045,Ryan Mattheus,Washington Nationals,2014,yes,yes
3046,Evan Meek,Baltimore Orioles,2014,yes,yes
3049,Sam Freeman,St. Louis Cardinals,2014,yes,no
3050,Eric Fornataro,St. Louis Cardinals,2014,yes,no
3051,Justin Masterson,St. Louis Cardinals,2014,yes,yes
3052,Jorge Rondon,St. Louis Cardinals,2014,yes,no
3054,Steve Johnson,Baltimore Orioles,2014,yes,yes
3055,Joe Saunders,Baltimore Orioles,2014,yes,yes
3056,Ryan Webb,Baltimore Orioles,2014,yes,yes
3057,Keith Butler,St. Louis Cardinals,2014,yes,no
3061,Juan Gutierrez,San Francisco Giants,2014,yes,yes
3062,Mike Kickham,San Francisco Giants,2014,yes,no
3063,George Kontos,San Francisco Giants,2014,yes,no
3065,Kendry Flores,San Francisco Giants,2014,yes,no
3085,Casey Coleman,Kansas City Royals,2014,yes,no
3086,Aaron Crow,Kansas City Royals,2014,yes,no
3088,Brett Bochy,San Francisco Giants,2014,yes,no
3089,Erik Cordier,San Francisco Giants,2014,yes,no
3124,Chris Withrow,Los Angeles Dodgers,2015,yes,yes
3125,Brandon Beachy,Los Angeles Dodgers,2015,yes,yes
3126,Tyler Chatwood,Colorado Rockies,2015,yes,yes
3128,Edgar Olmos,Seattle Mariners,2015,yes,no
3129,Kris Medlen,Kansas City Royals,2015,yes,yes
3130,Martin Perez,Texas Rangers,2015,yes,yes
3131,Cliff Lee,Philadelphia Phillies,2015,yes,yes
3132,Alex Colome,Tampa Bay Rays,2015,yes,yes
3133,David Rollins,Seattle Mariners,2015,yes,no
3134,Nate Jones,Chicago White Sox,2015,yes,yes
3135,Sean Marshall,Cincinnati Reds,2015,yes,yes
3136,Jaime Garcia,St. Louis Cardinals,2015,yes,yes
3137,Nick Tepesch,Texas Rangers,2015,yes,yes
3138,Josh Fields,Houston Astros,2015,yes,yes
3139,Brad Peacock,Houston Astros,2015,yes,no
3140,Brett Oberholtzer,Houston Astros,2015,yes,no
3141,Ervin Santana,Minnesota Twins,2015,yes,yes
3142,Joe Kelly,Boston Red Sox,2015,yes,yes
3143,Sam Dyson,Miami Marlins,2015,yes,no
3144,Brandon Workman,Boston Red Sox,2015,yes,no
3145,Mike Minor,Atlanta Braves,2015,yes,yes
3146,Jim Henderson,Milwaukee Brewers,2015,yes,yes
3147,Sean Doolittle,Oakland Athletics,2015,yes,yes
3148,Chris Capuano,New York Yankees,2015,yes,yes
3149,Ivan Nova,New York Yankees,2015,yes,yes
3150,Jarrod Parker,Oakland Athletics,2015,yes,yes
3151,Sean Nolin,Oakland Athletics,2015,yes,no
3152,Jonathan Pettibone,Philadelphia Phillies,2015,yes,yes
3153,Mario Hollands,Philadelphia Phillies,2015,yes,yes
3154,Yu Darvish,Texas Rangers,2015,yes,yes
3155,Casey Janssen,Washington Nationals,2015,yes,yes
3156,Bronson Arroyo,Arizona Diamondbacks,2015,yes,yes
3157,Patrick Corbin,Arizona Diamondbacks,2015,yes,yes
3158,Drew Smyly,Tampa Bay Rays,2015,yes,yes
3159,Gavin Floyd,Cleveland Indians,2015,yes,yes
3160,Josh Tomlin,Cleveland Indians,2015,yes,yes
3161,Jose Fernandez,Miami Marlins,2015,yes,yes
3162,Aaron Crow,Miami Marlins,2015,yes,yes
3163,Josh Edgin,New York Mets,2015,yes,yes
3164,Dallas Beeler,Chicago Cubs,2015,yes,no
3165,Tsuyoshi Wada,Chicago Cubs,2015,yes,yes
3166,Matt Harrison,Texas Rangers,2015,yes,yes
3167,Lisalverto Bonilla,Texas Rangers,2015,yes,no
3168,Tanner Scheppers,Texas Rangers,2015,yes,yes
3169,Brandon Cumpton,Pittsburgh Pirates,2015,yes,yes
3170,Dan Winkler,Atlanta Braves,2015,yes,no
3171,Arodys Vizcaino,Atlanta Braves,2015,yes,yes
3172,Erik Cordier,San Francisco Giants,2015,yes,yes
3173,Marcus Stroman,Toronto Blue Jays,2015,yes,no
3174,Homer Bailey,Cincinnati Reds,2015,yes,yes
3175,Jorge De La Rosa,Colorado Rockies,2015,yes,yes
3176,Kenley Jansen,Los Angeles Dodgers,2015,yes,yes
3177,Brandon League,Los Angeles Dodgers,2015,yes,yes
3178,Cory Rasmus,Los Angeles Angels,2015,yes,no
3179,Tyler Skaggs,Los Angeles Angels,2015,yes,yes
3180,Josh Johnson,San Diego Padres,2015,yes,yes
3181,Chad Billingsley,Philadelphia Phillies,2015,yes,yes
3183,Hyun-Jin Ryu,Los Angeles Dodgers,2015,yes,yes
3184,Garrett Richards,Los Angeles Angels,2015,yes,yes
3185,Cory Luebke,San Diego Padres,2015,yes,yes
3186,Vic Black,New York Mets,2015,yes,yes
3187,Bobby Parnell,New York Mets,2015,yes,yes
3188,Jacob Turner,Chicago Cubs,2015,yes,yes
3189,Kyuji Fujikawa,Texas Rangers,2015,yes,yes
3190,Jake Petricka,Chicago White Sox,2015,yes,no
3191,Chris Sale,Chicago White Sox,2015,yes,yes
3192,David Hernandez,Arizona Diamondbacks,2015,yes,yes
3193,Matt Moore,Tampa Bay Rays,2015,yes,yes
3194,Charlie Morton,Pittsburgh Pirates,2015,yes,yes
3195,Alex Cobb,Tampa Bay Rays,2015,yes,yes
3196,Jake McGee,Tampa Bay Rays,2015,yes,yes
3197,Tim Collins,Kansas City Royals,2015,yes,yes
3198,Luke Hochevar,Kansas City Royals,2015,yes,yes
3199,Zack Wheeler,New York Mets,2015,yes,no
3200,Koji Uehara,Boston Red Sox,2015,yes,yes
3201,Josh Outman,Atlanta Braves,2015,yes,yes
3202,Jenrry Mejia,New York Mets,2015,yes,yes
3203,Matt Cain,San Francisco Giants,2015,yes,yes
3204,Justin Verlander,Detroit Tigers,2015,yes,no
3205,Burch Smith,Tampa Bay Rays,2015,yes,no
3206,Joe Nathan,Detroit Tigers,2015,yes,yes
3207,Justin Grimm,Chicago Cubs,2015,yes,no
3208,Ian Kennedy,San Diego Padres,2015,yes,yes
3209,Derek Holland,Texas Rangers,2015,yes,yes
3210,Wesley Wright,Baltimore Orioles,2015,yes,yes
3211,Ricky Nolasco,Minnesota Twins,2015,yes,yes
3212,Francisco Liriano,Pittsburgh Pirates,2015,yes,yes
3215,Stolmy Pimentel,Texas Rangers,2015,yes,yes
3217,David Phelps,Miami Marlins,2015,yes,yes
3218,Tom Wilhelmsen,Seattle Mariners,2015,yes,no
3220,Henderson Alvarez,Miami Marlins,2015,yes,yes
3222,Craig Stammen,Washington Nationals,2015,yes,no
3224,Jeff Beliveau,Tampa Bay Rays,2015,yes,no
3226,Neil Ramirez,Chicago Cubs,2015,yes,yes
3227,Brian Duensing,Minnesota Twins,2015,yes,yes
3228,Jake Peavy,San Francisco Giants,2015,yes,yes
3230,Greg Holland,Kansas City Royals,2015,yes,yes
3232,John Axford,Colorado Rockies,2015,yes,yes
3234,Andrew McKirahan,Atlanta Braves,2015,yes,no
3236,Javy Guerra,Chicago White Sox,2015,yes,yes
3237,Jerry Blevins,New York Mets,2015,yes,no
3238,Matt Shoemaker,Los Angeles Angels,2015,yes,no
3239,LaTroy Hawkins,Colorado Rockies,2015,yes,yes
3241,Sean O'Sullivan,Philadelphia Phillies,2015,yes,yes
3243,Shawn Kelley,San Diego Padres,2015,yes,yes
3246,Joel Peralta,Los Angeles Dodgers,2015,yes,yes
3247,Adam Wainwright,St. Louis Cardinals,2015,yes,yes
3248,Matt Albers,Chicago White Sox,2015,yes,yes
3249,Adam Ottavino,Colorado Rockies,2015,yes,yes
3250,Brandon McCarthy,Los Angeles Dodgers,2015,yes,yes
3252,Xavier Cedeno,Tampa Bay Rays,2015,yes,yes
3253,Masahiro Tanaka,New York Yankees,2015,yes,yes
3254,Archie Bradley,Arizona Diamondbacks,2015,yes,no
3255,Manny Parra,Cincinnati Reds,2015,yes,yes
3256,Rafael Montero,New York Mets,2015,yes,no
3257,Casey Fien,Minnesota Twins,2015,yes,yes
3258,Erasmo Ramirez,Tampa Bay Rays,2015,yes,no
3260,Tim Stauffer,Minnesota Twins,2015,yes,yes
3261,TJ House,Cleveland Indians,2015,yes,no
3262,Eric O'Flaherty,Oakland Athletics,2015,yes,yes
3263,Edinson Volquez,Kansas City Royals,2015,yes,yes
3266,Jordan Walden,St. Louis Cardinals,2015,yes,yes
3267,Anthony Varvaro,Chicago Cubs,2015,yes,yes
3269,Brandon Morrow,San Diego Padres,2015,yes,yes
3272,Brandon Kintzler,Milwaukee Brewers,2015,yes,yes
3273,Yordano Ventura,Kansas City Royals,2015,yes,no
3275,Jason Vargas,Kansas City Royals,2015,yes,yes
3276,Kevin Gausman,Baltimore Orioles,2015,yes,no
3278,Dillon Gee,New York Mets,2015,yes,yes
3279,Jeff Samardzija,Chicago White Sox,2015,yes,yes
3280,Antonio Bastardo,Pittsburgh Pirates,2015,yes,yes
3281,Edward Mujica,Oakland Athletics,2015,yes,yes
3283,Luke Gregerson,Houston Astros,2015,yes,yes
3284,Kelvin Herrera,Kansas City Royals,2015,yes,no
3285,Jason Garcia,Baltimore Orioles,2015,yes,no
3287,Brooks Brown,Colorado Rockies,2015,yes,yes
3288,Ryan Mattheus,Cincinnati Reds,2015,yes,yes
3289,Justin Masterson,Boston Red Sox,2015,yes,yes
3291,Buddy Carlyle,New York Mets,2015,yes,no
3292,Pedro Baez,Los Angeles Dodgers,2015,yes,no
3295,Doug Fister,Washington Nationals,2015,yes,yes
3296,Chase Whitley,New York Yankees,2015,yes,no
3301,Brian Flynn,Kansas City Royals,2015,yes,no
3302,Ross Detwiler,Texas Rangers,2015,yes,yes
3305,Bud Norris,Baltimore Orioles,2015,yes,yes
3306,Samuel Deduno,Houston Astros,2015,yes,yes
3310,Jarred Cosart,Miami Marlins,2015,yes,yes
3311,Nick Masset,Atlanta Braves,2015,yes,yes
3312,Drew Pomeranz,Oakland Athletics,2015,yes,yes
3319,Mat Latos,Miami Marlins,2015,yes,yes
3320,Kyle Lobstein,Detroit Tigers,2015,yes,no
3321,Anthony Varvaro,Boston Red Sox,2015,yes,yes
3322,Mike Morin,Los Angeles Angels,2015,yes,yes
3325,Wily Peralta,Milwaukee Brewers,2015,yes,no
3326,Danny Duffy,Kansas City Royals,2015,yes,yes
3327,Neftali Feliz,Texas Rangers,2015,yes,yes
3330,Enrique Burgos,Arizona Diamondbacks,2015,yes,no
3331,Alfredo Simon,Detroit Tigers,2015,yes,yes
3332,Scott Atchison,Cleveland Indians,2015,yes,yes
3333,Scott Feldman,Houston Astros,2015,yes,yes
3335,Joe Beimel,Seattle Mariners,2015,yes,yes
3336,James Paxton,Seattle Mariners,2015,yes,yes
3340,Stephen Strasburg,Washington Nationals,2015,yes,yes
3341,Paco Rodriguez,Los Angeles Dodgers,2015,yes,yes
3342,Jordan Lyles,Colorado Rockies,2015,yes,yes
3351,Raisel Iglesias,Cincinnati Reds,2015,yes,no
3352,Jean Machi,San Francisco Giants,2015,yes,no
3353,Dan Jennings,Chicago White Sox,2015,yes,yes
3354,Ross Ohlendorf,Texas Rangers,2015,yes,yes
3357,Bryan Morris,Miami Marlins,2015,yes,yes
3358,Rafael Betancourt,Colorado Rockies,2015,yes,yes
3359,Jake Odorizzi,Tampa Bay Rays,2015,yes,yes
3360,Andrew Miller,New York Yankees,2015,yes,yes
3361,Will Smith,Milwaukee Brewers,2015,yes,no
3364,Miguel Gonzalez,Baltimore Orioles,2015,yes,yes
3366,Andrew Bellatti,Tampa Bay Rays,2015,yes,no
3367,Aaron Barrett,Washington Nationals,2015,yes,no
3368,Erik Goeddel,New York Mets,2015,yes,no
3369,Craig Breslow,Boston Red Sox,2015,yes,yes
3370,David Carpenter,Washington Nationals,2015,yes,yes
3371,Lance Lynn,St. Louis Cardinals,2015,yes,yes
3376,Aaron Sanchez,Toronto Blue Jays,2015,yes,no
3378,Brian Matusz,Baltimore Orioles,2015,yes,yes
3379,Tony Cingrani,Cincinnati Reds,2015,yes,yes
3381,Jon Moscot,Cincinnati Reds,2015,yes,no
3383,Chris Hatcher,Los Angeles Dodgers,2015,yes,no
3384,Jerome Williams,Philadelphia Phillies,2015,yes,yes
3385,Zac Rosscup,Chicago Cubs,2015,yes,no
3386,Heath Hembree,Boston Red Sox,2015,yes,no
3389,R.A. Dickey,Toronto Blue Jays,2015,yes,no
3390,Tanner Roark,Washington Nationals,2015,yes,no
3391,Sergio Santos,New York Yankees,2015,yes,yes
3393,Jered Weaver,Los Angeles Angels,2015,yes,yes
3398,Aroldis Chapman,Cincinnati Reds,2015,yes,yes
3402,Dale Thayer,San Diego Padres,2015,yes,yes
3406,Chad Qualls,Houston Astros,2015,yes,yes
3407,Rob Scahill,Pittsburgh Pirates,2015,yes,no
3409,Jeremy Affeldt,San Francisco Giants,2015,yes,yes
3410,Williams Perez,Atlanta Braves,2015,yes,no
3413,Matt Belisle,St. Louis Cardinals,2015,yes,no
3414,Christian Bergman,Colorado Rockies,2015,yes,yes
3421,Tim Lincecum,San Francisco Giants,2015,yes,no
3422,Aaron Harang,Philadelphia Phillies,2015,yes,yes
3424,Tim Hudson,San Francisco Giants,2015,yes,yes
3430,Carlos Frias,Los Angeles Dodgers,2015,yes,no
3432,Hisashi Iwakuma,Seattle Mariners,2015,yes,yes
3433,Ryan Pressly,Minnesota Twins,2015,yes,no
3435,Matt Garza,Milwaukee Brewers,2015,yes,yes
3437,Nick Hagadone,Cleveland Indians,2015,yes,no
3441,Charlie Furbush,Seattle Mariners,2015,yes,yes
3442,David Hale,Colorado Rockies,2015,yes,no
3443,Jordan Zimmermann,Washington Nationals,2015,yes,yes
3444,Steven Matz,New York Mets,2015,yes,no
3447,Tyler Anderson,Colorado Rockies,2015,yes,no
3448,Jesse Hahn,Oakland Athletics,2015,yes,no
3450,Clay Buchholz,Boston Red Sox,2015,yes,yes
3455,Jason Grilli,Atlanta Braves,2015,yes,yes
3459,Chase Anderson,Arizona Diamondbacks,2015,yes,no
3460,Chad Bettis,Colorado Rockies,2015,yes,no
3471,Scott Kazmir,Houston Astros,2015,yes,yes
3472,Zack Greinke,Los Angeles Dodgers,2015,yes,yes
3473,Jonathon Niese,New York Mets,2015,yes,yes
3475,Steve Cishek,St. Louis Cardinals,2015,yes,no
3479,Johnny Cueto,Kansas City Royals,2015,yes,yes
3480,Manny Banuelos,Atlanta Braves,2015,yes,no
3483,Tyler Clippard,New York Mets,2015,yes,no
3484,Randall Delgado,Arizona Diamondbacks,2015,yes,no
3486,Jonathan Papelbon,Washington Nationals,2015,yes,yes
3488,Michael Pineda,New York Yankees,2015,yes,yes
3489,Jean Machi,Boston Red Sox,2015,yes,yes
3490,Nate Adcock,Cincinnati Reds,2015,yes,no
3491,Joe Blanton,Pittsburgh Pirates,2015,yes,yes
3492,A.J. Burnett,Pittsburgh Pirates,2015,yes,yes
3493,Mike Leake,San Francisco Giants,2015,yes,yes
3494,Matt Harrison,Philadelphia Phillies,2015,yes,yes
3495,C.J. Wilson,Los Angeles Angels,2015,yes,yes
3496,David Price,Toronto Blue Jays,2015,yes,yes
3497,Jonathan Broxton,St. Louis Cardinals,2015,yes,yes
3498,Alex Wood,Los Angeles Dodgers,2015,yes,no
3499,Jim Johnson,Los Angeles Dodgers,2015,yes,yes
3502,Joakim Soria,Pittsburgh Pirates,2015,yes,yes
3503,Daniel Norris,Detroit Tigers,2015,yes,no
3504,Sam Dyson,Texas Rangers,2015,yes,yes
3505,Kevin Jepsen,Minnesota Twins,2015,yes,yes
3506,Mike Wright Jr.,Baltimore Orioles,2015,yes,no
3507,Cole Hamels,Texas Rangers,2015,yes,yes
3508,Marc Rzepczynski,San Diego Padres,2015,yes,yes
3509,Dan Haren,Chicago Cubs,2015,yes,yes
3510,J.A. Happ,Pittsburgh Pirates,2015,yes,yes
3512,Kyle Kendrick,Colorado Rockies,2015,yes,yes
3513,Mark Lowe,Toronto Blue Jays,2015,yes,yes
3514,Tommy Hunter,Chicago Cubs,2015,yes,yes
3516,Tommy Milone,Minnesota Twins,2015,yes,no
3517,Rick Porcello,Boston Red Sox,2015,yes,no
3518,Felix Doubront,Oakland Athletics,2015,yes,yes
3519,Diego Moreno,New York Yankees,2015,yes,no
3520,Mike Fiers,Houston Astros,2015,yes,no
3521,Mat Latos,Los Angeles Dodgers,2015,yes,yes
3522,Carter Capps,Miami Marlins,2015,yes,yes
3524,Tyler Wilson,Baltimore Orioles,2015,yes,no
3525,Jason Frasor,Atlanta Braves,2015,yes,yes
3527,Eric O'Flaherty,New York Mets,2015,yes,yes
3528,Daniel Webb,Chicago White Sox,2015,yes,no
3529,Rafael Soriano,Chicago Cubs,2015,yes,yes
3533,Deolis Guerra,Pittsburgh Pirates,2015,yes,no
3535,Andre Rienzo,Miami Marlins,2015,yes,no
3536,Jose Urena,Miami Marlins,2015,yes,no
3537,Cody Anderson,Cleveland Indians,2015,yes,no
3538,Marcos Mateo,San Diego Padres,2015,yes,yes
3541,Shane Greene,Detroit Tigers,2015,yes,no
3542,Oliver Perez,Houston Astros,2015,yes,yes
3545,Chaz Roe,Baltimore Orioles,2015,yes,yes
3548,Brandon Maurer,San Diego Padres,2015,yes,no
3550,Phil Hughes,Minnesota Twins,2015,yes,yes
3551,Juan Nicasio,Los Angeles Dodgers,2015,yes,yes
3553,Blaine Boyer,Minnesota Twins,2015,yes,yes
3555,Michael Blazek,Milwaukee Brewers,2015,yes,no
3556,Boone Logan,Colorado Rockies,2015,yes,yes
3557,Steven Wright,Boston Red Sox,2015,yes,yes
3563,Bryan Mitchell,New York Yankees,2015,yes,no
3566,Tyler Cravy,Milwaukee Brewers,2015,yes,no
3568,Anibal Sanchez,Detroit Tigers,2015,yes,yes
3570,Jeremy Hellickson,Arizona Diamondbacks,2015,yes,yes
3572,Neal Cotts,Minnesota Twins,2015,yes,yes
3574,Cesar Jimenez,Milwaukee Brewers,2015,yes,yes
3577,Jason Motte,Chicago Cubs,2015,yes,yes
3579,Kendall Graveman,Oakland Athletics,2015,yes,no
3581,CC Sabathia,New York Yankees,2015,yes,yes
3582,Jack Leathersich,New York Mets,2015,yes,no
3585,Kendry Flores,Miami Marlins,2015,yes,yes
3587,Carlos Carrasco,Cleveland Indians,2015,yes,yes
3588,Grayson Garvin,Tampa Bay Rays,2015,yes,no
3589,J.R. Graham,Minnesota Twins,2015,yes,no
3595,Trevor Rosenthal,St. Louis Cardinals,2015,yes,no
3597,Elvis Araujo,Philadelphia Phillies,2015,yes,no
3598,Zach Putnam,Chicago White Sox,2015,yes,yes
3599,Addison Reed,New York Mets,2015,yes,no
3602,Casey Sadler,Pittsburgh Pirates,2015,yes,yes
3606,Domingo German,New York Yankees,2015,yes,no
3611,Josh Ravin,Los Angeles Dodgers,2015,yes,no
3614,Alex Claudio,Texas Rangers,2015,yes,no
3617,A.J. Griffin,Oakland Athletics,2015,yes,yes
3619,Mike Foltynewicz,Atlanta Braves,2015,yes,no
3621,Cory Mazzoni,San Diego Padres,2015,yes,no
3627,Evan Marshall,Arizona Diamondbacks,2015,yes,no
3631,Evan Scribner,Oakland Athletics,2015,yes,yes
3643,Jesse Chavez,Oakland Athletics,2015,yes,yes
3645,Jimmy Nelson,Milwaukee Brewers,2015,yes,no
3646,Dylan Bundy,Baltimore Orioles,2015,yes,no
3648,Logan Darnell,Minnesota Twins,2015,yes,no
3651,Carlos Martinez,St. Louis Cardinals,2015,yes,no
3660,Andrew Bailey,New York Yankees,2015,yes,yes
3661,Nathan Eovaldi,New York Yankees,2015,yes,yes
3662,Chris Martin,New York Yankees,2015,yes,no
3665,Chasen Shreve,New York Yankees,2015,yes,no
3667,Caleb Cotham,New York Yankees,2015,yes,no
3669,Lance McCullers Jr.,Houston Astros,2015,yes,no
3671,Jeff Locke,Pittsburgh Pirates,2015,yes,yes
3673,Vance Worley,Pittsburgh Pirates,2015,yes,yes
3674,Collin McHugh,Houston Astros,2015,yes,yes
